CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2022,CA-529,Lake County CoC,18-24,25
2022,CA-529,Lake County CoC,25-34,61
2022,CA-529,Lake County CoC,35-44,60
2022,CA-529,Lake County CoC,45-54,41
2022,CA-529,Lake County CoC,55-64,51
2022,CA-529,Lake County CoC,65+,23
2022,CA-529,Lake County CoC,Under 18,45
2022,CA-529,Lake County CoC,Unknown,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,14
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,27
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,37
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,17
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,26
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Invalid,*
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,61
2022,CA-531,Nevada County CoC,18-24,80
2022,CA-531,Nevada County CoC,25-34,171
2022,CA-531,Nevada County CoC,35-44,183
2022,CA-531,Nevada County CoC,45-54,166
2022,CA-531,Nevada County CoC,55-64,174
2022,CA-531,Nevada County CoC,65+,118
2022,CA-531,Nevada County CoC,Invalid,*
2022,CA-531,Nevada County CoC,Under 18,135
2022,CA-531,Nevada County CoC,Unknown,24
2022,CA-600,Los Angeles County CoC,18-24,7011
2022,CA-600,Los Angeles County CoC,25-34,17261
2022,CA-600,Los Angeles County CoC,35-44,17081
2022,CA-600,Los Angeles County CoC,45-54,13827
2022,CA-600,Los Angeles County CoC,55-64,13321
2022,CA-600,Los Angeles County CoC,65+,5845
2022,CA-600,Los Angeles County CoC,Invalid,15
2022,CA-600,Los Angeles County CoC,Under 18,13511
2022,CA-600,Los Angeles County CoC,Unknown,2726
2022,CA-601,San Diego County CoC,18-24,1960
2022,CA-601,San Diego County CoC,25-34,4158
2022,CA-601,San Diego County CoC,35-44,4332
2022,CA-601,San Diego County CoC,45-54,3797
2022,CA-601,San Diego County CoC,55-64,3996
2022,CA-601,San Diego County CoC,65+,1743
2022,CA-601,San Diego County CoC,Invalid,*
2022,CA-601,San Diego County CoC,Under 18,5144
2022,CA-601,San Diego County CoC,Unknown,207
2022,CA-602,Orange County CoC,18-24,1921
2022,CA-602,Orange County CoC,25-34,3385
2022,CA-602,Orange County CoC,35-44,3209
2022,CA-602,Orange County CoC,45-54,2596
2022,CA-602,Orange County CoC,55-64,2535
2022,CA-602,Orange County CoC,65+,1259
2022,CA-602,Orange County CoC,Invalid,*
2022,CA-602,Orange County CoC,Under 18,4518
2022,CA-602,Orange County CoC,Unknown,3640
2022,CA-603,Santa Barbara County CoC,18-24,287
2022,CA-603,Santa Barbara County CoC,25-34,690
2022,CA-603,Santa Barbara County CoC,35-44,698
2022,CA-603,Santa Barbara County CoC,45-54,573
2022,CA-603,Santa Barbara County CoC,55-64,639
2022,CA-603,Santa Barbara County CoC,65+,345
2022,CA-603,Santa Barbara County CoC,Invalid,*
2022,CA-603,Santa Barbara County CoC,Under 18,842
2022,CA-603,Santa Barbara County CoC,Unknown,*
2022,CA-604,Kern County CoC,18-24,740
2022,CA-604,Kern County CoC,25-34,1495
2022,CA-604,Kern County CoC,35-44,1516
2022,CA-604,Kern County CoC,45-54,1137
2022,CA-604,Kern County CoC,55-64,987
2022,CA-604,Kern County CoC,65+,335
2022,CA-604,Kern County CoC,Invalid,*
2022,CA-604,Kern County CoC,Under 18,2083
2022,CA-604,Kern County CoC,Unknown,*
2022,CA-606,Long Beach CoC (Los Angeles County),18-24,257
2022,CA-606,Long Beach CoC (Los Angeles County),25-34,609
2022,CA-606,Long Beach CoC (Los Angeles County),35-44,679
2022,CA-606,Long Beach CoC (Los Angeles County),45-54,644
2022,CA-606,Long Beach CoC (Los Angeles County),55-64,856
2022,CA-606,Long Beach CoC (Los Angeles County),65+,485
2022,CA-606,Long Beach CoC (Los Angeles County),Under 18,415
2022,CA-606,Long Beach CoC (Los Angeles County),Unknown,16
2022,CA-607,Pasadena CoC (Los Angeles County),18-24,115
2022,CA-607,Pasadena CoC (Los Angeles County),25-34,188
2022,CA-607,Pasadena CoC (Los Angeles County),35-44,187
2022,CA-607,Pasadena CoC (Los Angeles County),45-54,211
2022,CA-607,Pasadena CoC (Los Angeles County),55-64,265
2022,CA-607,Pasadena CoC (Los Angeles County),65+,138
2022,CA-607,Pasadena CoC (Los Angeles County),Under 18,182
2022,CA-607,Pasadena CoC (Los Angeles County),Unknown,80
2022,CA-608,Riverside County CoC,18-24,754
2022,CA-608,Riverside County CoC,25-34,1893
2022,CA-608,Riverside County CoC,35-44,1819
2022,CA-608,Riverside County CoC,45-54,1464
2022,CA-608,Riverside County CoC,55-64,1343
2022,CA-608,Riverside County CoC,65+,599
2022,CA-608,Riverside County CoC,Invalid,*
2022,CA-608,Riverside County CoC,Under 18,2863
2022,CA-608,Riverside County CoC,Unknown,124
2022,CA-609,San Bernardino County CoC,18-24,930
2022,CA-609,San Bernardino County CoC,25-34,1490
2022,CA-609,San Bernardino County CoC,35-44,1499
2022,CA-609,San Bernardino County CoC,45-54,1017
2022,CA-609,San Bernardino County CoC,55-64,1064
2022,CA-609,San Bernardino County CoC,65+,451
2022,CA-609,San Bernardino County CoC,Invalid,*
2022,CA-609,San Bernardino County CoC,Under 18,3308
2022,CA-609,San Bernardino County CoC,Unknown,20
2022,CA-611,Ventura County CoC,18-24,156
2022,CA-611,Ventura County CoC,25-34,406
2022,CA-611,Ventura County CoC,35-44,467
2022,CA-611,Ventura County CoC,45-54,550
2022,CA-611,Ventura County CoC,55-64,642
2022,CA-611,Ventura County CoC,65+,383
2022,CA-611,Ventura County CoC,Invalid,*
2022,CA-611,Ventura County CoC,Under 18,341
2022,CA-611,Ventura County CoC,Unknown,*
2022,CA-612,Glendale CoC (Los Angeles County),18-24,63
2022,CA-612,Glendale CoC (Los Angeles County),25-34,116
2022,CA-612,Glendale CoC (Los Angeles County),35-44,115
2022,CA-612,Glendale CoC (Los Angeles County),45-54,134
2022,CA-612,Glendale CoC (Los Angeles County),55-64,171
2022,CA-612,Glendale CoC (Los Angeles County),65+,103
2022,CA-612,Glendale CoC (Los Angeles County),Under 18,106
2022,CA-613,Imperial County CoC,18-24,188
2022,CA-613,Imperial County CoC,25-34,262
2022,CA-613,Imperial County CoC,35-44,210
2022,CA-613,Imperial County CoC,45-54,132
2022,CA-613,Imperial County CoC,55-64,124
2022,CA-613,Imperial County CoC,65+,63
2022,CA-613,Imperial County CoC,Invalid,*
2022,CA-613,Imperial County CoC,Under 18,868
2022,CA-613,Imperial County CoC,Unknown,21
2022,CA-614,San Luis Obispo County CoC,18-24,168
2022,CA-614,San Luis Obispo County CoC,25-34,495
2022,CA-614,San Luis Obispo County CoC,35-44,471
2022,CA-614,San Luis Obispo County CoC,45-54,379
2022,CA-614,San Luis Obispo County CoC,55-64,358
2022,CA-614,San Luis Obispo County CoC,65+,182
2022,CA-614,San Luis Obispo County CoC,Invalid,*
2022,CA-614,San Luis Obispo County CoC,Under 18,702
2022,CA-614,San Luis Obispo County CoC,Unknown,*
2023,All,California,18-24,25920
2023,All,California,25-34,58233
2023,All,California,35-44,61145
2023,All,California,45-54,48089
2023,All,California,55-64,45124
2023,All,California,65+,22073
2023,All,California,Invalid,97
2023,All,California,Under 18,71716
2023,All,California,Unknown,6980
2023,CA-500,Santa Clara County CoC,18-24,1201
2023,CA-500,Santa Clara County CoC,25-34,2410
2023,CA-500,Santa Clara County CoC,35-44,2607
2023,CA-500,Santa Clara County CoC,45-54,1967
2023,CA-500,Santa Clara County CoC,55-64,1911
2023,CA-500,Santa Clara County CoC,65+,907
2023,CA-500,Santa Clara County CoC,Invalid,*
2023,CA-500,Santa Clara County CoC,Under 18,4546
2023,CA-500,Santa Clara County CoC,Unknown,*
2023,CA-501,San Francisco CoC,18-24,2099
2023,CA-501,San Francisco CoC,25-34,4061
2023,CA-501,San Francisco CoC,35-44,3967
2023,CA-501,San Francisco CoC,45-54,2750
2023,CA-501,San Francisco CoC,55-64,2116
2023,CA-501,San Francisco CoC,65+,919
2023,CA-501,San Francisco CoC,Invalid,*
2023,CA-501,San Francisco CoC,Under 18,4247
2023,CA-501,San Francisco CoC,Unknown,49
2023,CA-502,Alameda County CoC,18-24,1129
2023,CA-502,Alameda County CoC,25-34,2511
2023,CA-502,Alameda County CoC,35-44,2439
2023,CA-502,Alameda County CoC,45-54,2124
2023,CA-502,Alameda County CoC,55-64,2157
2023,CA-502,Alameda County CoC,65+,983
2023,CA-502,Alameda County CoC,Invalid,*
2023,CA-502,Alameda County CoC,Under 18,2309
2023,CA-502,Alameda County CoC,Unknown,*
2023,CA-503,Sacramento County CoC,18-24,1291
2023,CA-503,Sacramento County CoC,25-34,1770
2023,CA-503,Sacramento County CoC,35-44,1919
2023,CA-503,Sacramento County CoC,45-54,1577
2023,CA-503,Sacramento County CoC,55-64,1610
2023,CA-503,Sacramento County CoC,65+,781
2023,CA-503,Sacramento County CoC,Invalid,*
2023,CA-503,Sacramento County CoC,Under 18,4261
2023,CA-503,Sacramento County CoC,Unknown,13
2023,CA-504,Sonoma County CoC,18-24,286
2023,CA-504,Sonoma County CoC,25-34,417
2023,CA-504,Sonoma County CoC,35-44,576
2023,CA-504,Sonoma County CoC,45-54,530
2023,CA-504,Sonoma County CoC,55-64,545
2023,CA-504,Sonoma County CoC,65+,314
2023,CA-504,Sonoma County CoC,Invalid,*
2023,CA-504,Sonoma County CoC,Under 18,635
2023,CA-504,Sonoma County CoC,Unknown,*
2023,CA-505,Contra Costa County CoC,18-24,616
2023,CA-505,Contra Costa County CoC,25-34,1277
2023,CA-505,Contra Costa County CoC,35-44,1448
2023,CA-505,Contra Costa County CoC,45-54,1271
2023,CA-505,Contra Costa County CoC,55-64,1283
2023,CA-505,Contra Costa County CoC,65+,587
2023,CA-505,Contra Costa County CoC,Under 18,1527
2023,CA-506,"Monterey, San Benito Counties CoC",18-24,312
2023,CA-506,"Monterey, San Benito Counties CoC",25-34,491
2023,CA-506,"Monterey, San Benito Counties CoC",35-44,565
2023,CA-506,"Monterey, San Benito Counties CoC",45-54,383
2023,CA-506,"Monterey, San Benito Counties CoC",55-64,370
2023,CA-506,"Monterey, San Benito Counties CoC",65+,225
2023,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2023,CA-506,"Monterey, San Benito Counties CoC",Under 18,749
2023,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2023,CA-507,Marin County CoC,18-24,105
2023,CA-507,Marin County CoC,25-34,277
2023,CA-507,Marin County CoC,35-44,312
2023,CA-507,Marin County CoC,45-54,248
2023,CA-507,Marin County CoC,55-64,307
2023,CA-507,Marin County CoC,65+,191
2023,CA-507,Marin County CoC,Under 18,450
2023,CA-507,Marin County CoC,Unknown,24
2023,CA-508,Santa Cruz County CoC,18-24,122
2023,CA-508,Santa Cruz County CoC,25-34,271
2023,CA-508,Santa Cruz County CoC,35-44,310
2023,CA-508,Santa Cruz County CoC,45-54,231
2023,CA-508,Santa Cruz County CoC,55-64,270
2023,CA-508,Santa Cruz County CoC,65+,206
2023,CA-508,Santa Cruz County CoC,Invalid,*
2023,CA-508,Santa Cruz County CoC,Under 18,547
2023,CA-508,Santa Cruz County CoC,Unknown,*
2023,CA-509,Mendocino County CoC,18-24,74
2023,CA-509,Mendocino County CoC,25-34,232
2023,CA-509,Mendocino County CoC,35-44,261
2023,CA-509,Mendocino County CoC,45-54,216
2023,CA-509,Mendocino County CoC,55-64,180
2023,CA-509,Mendocino County CoC,65+,114
2023,CA-509,Mendocino County CoC,Under 18,315
2023,CA-509,Mendocino County CoC,Unknown,*
2023,CA-510,Stanislaus County CoC,18-24,564
2023,CA-510,Stanislaus County CoC,25-34,999
2023,CA-510,Stanislaus County CoC,35-44,1127
2023,CA-510,Stanislaus County CoC,45-54,900
2023,CA-510,Stanislaus County CoC,55-64,865
2023,CA-510,Stanislaus County CoC,65+,322
2023,CA-510,Stanislaus County CoC,Under 18,1653
2023,CA-510,Stanislaus County CoC,Unknown,*
2023,CA-511,San Joaquin County CoC,18-24,590
2023,CA-511,San Joaquin County CoC,25-34,1355
2023,CA-511,San Joaquin County CoC,35-44,1235
2023,CA-511,San Joaquin County CoC,45-54,767
2023,CA-511,San Joaquin County CoC,55-64,732
2023,CA-511,San Joaquin County CoC,65+,373
2023,CA-511,San Joaquin County CoC,Invalid,*
2023,CA-511,San Joaquin County CoC,Under 18,3845
2023,CA-511,San Joaquin County CoC,Unknown,37
2023,CA-512,San Mateo County CoC,18-24,346
2023,CA-512,San Mateo County CoC,25-34,837
2023,CA-512,San Mateo County CoC,35-44,960
2023,CA-512,San Mateo County CoC,45-54,826
2023,CA-512,San Mateo County CoC,55-64,987
2023,CA-512,San Mateo County CoC,65+,682
2023,CA-512,San Mateo County CoC,Under 18,1203
2023,CA-512,San Mateo County CoC,Unknown,34
2023,CA-513,"Kings, Tulare Counties CoC",18-24,383
2023,CA-513,"Kings, Tulare Counties CoC",25-34,763
2023,CA-513,"Kings, Tulare Counties CoC",35-44,867
2023,CA-513,"Kings, Tulare Counties CoC",45-54,692
2023,CA-513,"Kings, Tulare Counties CoC",55-64,521
2023,CA-513,"Kings, Tulare Counties CoC",65+,204
2023,CA-513,"Kings, Tulare Counties CoC",Under 18,1410
2023,CA-514,"Fresno, Madera Counties CoC",18-24,697
2023,CA-514,"Fresno, Madera Counties CoC",25-34,1875
2023,CA-514,"Fresno, Madera Counties CoC",35-44,2533
2023,CA-514,"Fresno, Madera Counties CoC",45-54,2083
2023,CA-514,"Fresno, Madera Counties CoC",55-64,1727
2023,CA-514,"Fresno, Madera Counties CoC",65+,613
2023,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2023,CA-514,"Fresno, Madera Counties CoC",Under 18,1490
2023,CA-514,"Fresno, Madera Counties CoC",Unknown,97
2023,CA-515,Placer County CoC,18-24,207
2023,CA-515,Placer County CoC,25-34,454
2023,CA-515,Placer County CoC,35-44,539
2023,CA-515,Placer County CoC,45-54,398
2023,CA-515,Placer County CoC,55-64,363
2023,CA-515,Placer County CoC,65+,172
2023,CA-515,Placer County CoC,Invalid,*
2023,CA-515,Placer County CoC,Under 18,373
2023,CA-515,Placer County CoC,Unknown,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,145
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,357
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,435
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,302
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,346
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,165
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,563
2023,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,20
2023,CA-517,Napa County CoC,18-24,71
2023,CA-517,Napa County CoC,25-34,162
2023,CA-517,Napa County CoC,35-44,193
2023,CA-517,Napa County CoC,45-54,151
2023,CA-517,Napa County CoC,55-64,156
2023,CA-517,Napa County CoC,65+,57
2023,CA-517,Napa County CoC,Invalid,*
2023,CA-517,Napa County CoC,Under 18,252
2023,CA-518,Solano County CoC,18-24,109
2023,CA-518,Solano County CoC,25-34,246
2023,CA-518,Solano County CoC,35-44,263
2023,CA-518,Solano County CoC,45-54,209
2023,CA-518,Solano County CoC,55-64,273
2023,CA-518,Solano County CoC,65+,135
2023,CA-518,Solano County CoC,Under 18,173
2023,CA-518,Solano County CoC,Unknown,*
2023,CA-519,Butte County CoC,18-24,320
2023,CA-519,Butte County CoC,25-34,725
2023,CA-519,Butte County CoC,35-44,858
2023,CA-519,Butte County CoC,45-54,593
2023,CA-519,Butte County CoC,55-64,567
2023,CA-519,Butte County CoC,65+,326
2023,CA-519,Butte County CoC,Invalid,*
2023,CA-519,Butte County CoC,Under 18,964
2023,CA-519,Butte County CoC,Unknown,28
2023,CA-520,Merced County CoC,18-24,271
2023,CA-520,Merced County CoC,25-34,567
2023,CA-520,Merced County CoC,35-44,631
2023,CA-520,Merced County CoC,45-54,399
2023,CA-520,Merced County CoC,55-64,348
2023,CA-520,Merced County CoC,65+,159
2023,CA-520,Merced County CoC,Under 18,1074
2023,CA-520,Merced County CoC,Unknown,*
2023,CA-521,Yolo County CoC,18-24,88
2023,CA-521,Yolo County CoC,25-34,209
2023,CA-521,Yolo County CoC,35-44,268
2023,CA-521,Yolo County CoC,45-54,159
2023,CA-521,Yolo County CoC,55-64,159
2023,CA-521,Yolo County CoC,65+,76
2023,CA-521,Yolo County CoC,Invalid,*
2023,CA-521,Yolo County CoC,Under 18,583
2023,CA-521,Yolo County CoC,Unknown,*
2023,CA-522,Humboldt County CoC,18-24,245
2023,CA-522,Humboldt County CoC,25-34,366
2023,CA-522,Humboldt County CoC,35-44,574
2023,CA-522,Humboldt County CoC,45-54,469
2023,CA-522,Humboldt County CoC,55-64,397
2023,CA-522,Humboldt County CoC,65+,187
2023,CA-522,Humboldt County CoC,Invalid,*
2023,CA-522,Humboldt County CoC,Under 18,307
2023,CA-522,Humboldt County CoC,Unknown,20
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,35
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,100
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,83
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,54
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,62
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,35
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,203
2023,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2023,CA-524,"Yuba, Sutter Counties CoC",18-24,198
2023,CA-524,"Yuba, Sutter Counties CoC",25-34,480
2023,CA-524,"Yuba, Sutter Counties CoC",35-44,511
2023,CA-524,"Yuba, Sutter Counties CoC",45-54,334
2023,CA-524,"Yuba, Sutter Counties CoC",55-64,334
2023,CA-524,"Yuba, Sutter Counties CoC",65+,150
2023,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2023,CA-524,"Yuba, Sutter Counties CoC",Under 18,1022
2023,CA-525,El Dorado County CoC,18-24,44
2023,CA-525,El Dorado County CoC,25-34,70
2023,CA-525,El Dorado County CoC,35-44,98
2023,CA-525,El Dorado County CoC,45-54,79
2023,CA-525,El Dorado County CoC,55-64,88
2023,CA-525,El Dorado County CoC,65+,56
2023,CA-525,El Dorado County CoC,Under 18,195
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,68
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,136
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,141
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,116
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,100
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,72
2023,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,294
2023,CA-527,Tehama County CoC,18-24,34
2023,CA-527,Tehama County CoC,25-34,87
2023,CA-527,Tehama County CoC,35-44,118
2023,CA-527,Tehama County CoC,45-54,89
2023,CA-527,Tehama County CoC,55-64,73
2023,CA-527,Tehama County CoC,65+,39
2023,CA-527,Tehama County CoC,Invalid,*
2023,CA-527,Tehama County CoC,Under 18,198
2023,CA-527,Tehama County CoC,Unknown,58
2023,CA-529,Lake County CoC,18-24,24
2023,CA-529,Lake County CoC,25-34,60
2023,CA-529,Lake County CoC,35-44,78
2023,CA-529,Lake County CoC,45-54,75
2023,CA-529,Lake County CoC,55-64,70
2023,CA-529,Lake County CoC,65+,36
2023,CA-529,Lake County CoC,Under 18,80
2023,CA-529,Lake County CoC,Unknown,17
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,16
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,21
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,*
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,13
2023,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,68
2023,CA-531,Nevada County CoC,18-24,78
2023,CA-531,Nevada County CoC,25-34,227
2023,CA-531,Nevada County CoC,35-44,231
2023,CA-531,Nevada County CoC,45-54,180
2023,CA-531,Nevada County CoC,55-64,180
2023,CA-531,Nevada County CoC,65+,116
2023,CA-531,Nevada County CoC,Invalid,*
2023,CA-531,Nevada County CoC,Under 18,180
2023,CA-531,Nevada County CoC,Unknown,11
2023,CA-600,Los Angeles County CoC,18-24,7429
2023,CA-600,Los Angeles County CoC,25-34,19548
2023,CA-600,Los Angeles County CoC,35-44,19693
2023,CA-600,Los Angeles County CoC,45-54,15362
2023,CA-600,Los Angeles County CoC,55-64,13797
2023,CA-600,Los Angeles County CoC,65+,6407
2023,CA-600,Los Angeles County CoC,Invalid,17
2023,CA-600,Los Angeles County CoC,Under 18,14606
2023,CA-600,Los Angeles County CoC,Unknown,2777
2023,CA-601,San Diego County CoC,18-24,2146
2023,CA-601,San Diego County CoC,25-34,4581
2023,CA-601,San Diego County CoC,35-44,4694
2023,CA-601,San Diego County CoC,45-54,3944
2023,CA-601,San Diego County CoC,55-64,3901
2023,CA-601,San Diego County CoC,65+,1924
2023,CA-601,San Diego County CoC,Invalid,27
2023,CA-601,San Diego County CoC,Under 18,5766
2023,CA-601,San Diego County CoC,Unknown,239
2023,CA-602,Orange County CoC,18-24,1547
2023,CA-602,Orange County CoC,25-34,3480
2023,CA-602,Orange County CoC,35-44,3607
2023,CA-602,Orange County CoC,45-54,3071
2023,CA-602,Orange County CoC,55-64,2805
2023,CA-602,Orange County CoC,65+,1631
2023,CA-602,Orange County CoC,Invalid,*
2023,CA-602,Orange County CoC,Under 18,4607
2023,CA-602,Orange County CoC,Unknown,3095
2023,CA-603,Santa Barbara County CoC,18-24,317
2023,CA-603,Santa Barbara County CoC,25-34,680
2023,CA-603,Santa Barbara County CoC,35-44,758
2023,CA-603,Santa Barbara County CoC,45-54,641
2023,CA-603,Santa Barbara County CoC,55-64,672
2023,CA-603,Santa Barbara County CoC,65+,392
2023,CA-603,Santa Barbara County CoC,Invalid,*
2023,CA-603,Santa Barbara County CoC,Under 18,908
2023,CA-603,Santa Barbara County CoC,Unknown,72
2023,CA-604,Kern County CoC,18-24,827
2023,CA-604,Kern County CoC,25-34,1547
2023,CA-604,Kern County CoC,35-44,1678
2023,CA-604,Kern County CoC,45-54,1213
2023,CA-604,Kern County CoC,55-64,1047
2023,CA-604,Kern County CoC,65+,382
2023,CA-604,Kern County CoC,Under 18,2062
2023,CA-604,Kern County CoC,Unknown,*
2023,CA-606,Long Beach CoC (Los Angeles County),18-24,364
2023,CA-606,Long Beach CoC (Los Angeles County),25-34,1133
2023,CA-606,Long Beach CoC (Los Angeles County),35-44,1313
2023,CA-606,Long Beach CoC (Los Angeles County),45-54,1138
2023,CA-606,Long Beach CoC (Los Angeles County),55-64,1233
2023,CA-606,Long Beach CoC (Los Angeles County),65+,641
2023,CA-606,Long Beach CoC (Los Angeles County),Under 18,444
2023,CA-606,Long Beach CoC (Los Angeles County),Unknown,72
2023,CA-607,Pasadena CoC (Los Angeles County),18-24,125
2023,CA-607,Pasadena CoC (Los Angeles County),25-34,259
2023,CA-607,Pasadena CoC (Los Angeles County),35-44,248
2023,CA-607,Pasadena CoC (Los Angeles County),45-54,237
2023,CA-607,Pasadena CoC (Los Angeles County),55-64,286
2023,CA-607,Pasadena CoC (Los Angeles County),65+,161
2023,CA-607,Pasadena CoC (Los Angeles County),Under 18,225
2023,CA-607,Pasadena CoC (Los Angeles County),Unknown,64
2023,CA-608,Riverside County CoC,18-24,816
2023,CA-608,Riverside County CoC,25-34,2280
2023,CA-608,Riverside County CoC,35-44,2291
2023,CA-608,Riverside County CoC,45-54,1726
2023,CA-608,Riverside County CoC,55-64,1610
2023,CA-608,Riverside County CoC,65+,788
2023,CA-608,Riverside County CoC,Invalid,*
2023,CA-608,Riverside County CoC,Under 18,3007
2023,CA-608,Riverside County CoC,Unknown,165
2023,CA-609,San Bernardino County CoC,18-24,767
2023,CA-609,San Bernardino County CoC,25-34,1379
2023,CA-609,San Bernardino County CoC,35-44,1336
2023,CA-609,San Bernardino County CoC,45-54,992
2023,CA-609,San Bernardino County CoC,55-64,953
2023,CA-609,San Bernardino County CoC,65+,469
2023,CA-609,San Bernardino County CoC,Under 18,3034
2023,CA-609,San Bernardino County CoC,Unknown,33
2023,CA-611,Ventura County CoC,18-24,153
2023,CA-611,Ventura County CoC,25-34,363
2023,CA-611,Ventura County CoC,35-44,500
2023,CA-611,Ventura County CoC,45-54,552
2023,CA-611,Ventura County CoC,55-64,653
2023,CA-611,Ventura County CoC,65+,381
2023,CA-611,Ventura County CoC,Invalid,*
2023,CA-611,Ventura County CoC,Under 18,302
2023,CA-611,Ventura County CoC,Unknown,11
2023,CA-612,Glendale CoC (Los Angeles County),18-24,53
2023,CA-612,Glendale CoC (Los Angeles County),25-34,126
2023,CA-612,Glendale CoC (Los Angeles County),35-44,125
2023,CA-612,Glendale CoC (Los Angeles County),45-54,133
2023,CA-612,Glendale CoC (Los Angeles County),55-64,185
2023,CA-612,Glendale CoC (Los Angeles County),65+,116
2023,CA-612,Glendale CoC (Los Angeles County),Under 18,151
2023,CA-613,Imperial County CoC,18-24,168
2023,CA-613,Imperial County CoC,25-34,249
2023,CA-613,Imperial County CoC,35-44,181
2023,CA-613,Imperial County CoC,45-54,90
2023,CA-613,Imperial County CoC,55-64,73
2023,CA-613,Imperial County CoC,65+,52
2023,CA-613,Imperial County CoC,Invalid,*
2023,CA-613,Imperial County CoC,Under 18,980
2023,CA-613,Imperial County CoC,Unknown,*
2023,CA-614,San Luis Obispo County CoC,18-24,187
2023,CA-614,San Luis Obispo County CoC,25-34,548
2023,CA-614,San Luis Obispo County CoC,35-44,581
2023,CA-614,San Luis Obispo County CoC,45-54,458
2023,CA-614,San Luis Obispo County CoC,55-64,379
2023,CA-614,San Luis Obispo County CoC,65+,224
2023,CA-614,San Luis Obispo County CoC,Invalid,*
2023,CA-614,San Luis Obispo County CoC,Under 18,845
2024,All,California,18-24,19336
2024,All,California,25-34,42882
2024,All,California,35-44,46634
2024,All,California,45-54,36538
2024,All,California,55-64,34568
2024,All,California,65+,17299
2024,All,California,Invalid,14
2024,All,California,Under 18,54865
2024,All,California,Unknown,4180
2024,CA-500,Santa Clara County CoC,18-24,985
2024,CA-500,Santa Clara County CoC,25-34,1799
2024,CA-500,Santa Clara County CoC,35-44,1952
2024,CA-500,Santa Clara County CoC,45-54,1498
2024,CA-500,Santa Clara County CoC,55-64,1478
2024,CA-500,Santa Clara County CoC,65+,717
2024,CA-500,Santa Clara County CoC,Under 18,3750
